weight,name,tags,path
0,People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C001.json
0,Male in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C002.json
0,Under 18 years Male in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C003.json
0,Native Male old in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C004.json
0,Foreign born Male old in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C005.json
0,18 years and over Male in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C006.json
0,Native Male old in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C007.json
0,Foreign born Male old in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C008.json
0,Female in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C009.json
0,Under 18 years Female in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C010.json
0,Native Female old in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C011.json
0,Foreign born Female old in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C012.json
0,18 years and over Female in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C013.json
0,Native Female old in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C014.json
0,Foreign born Female old in People Who Are American Indian and Alaska Native Alone,place of birth|age|race|sex,data/columns/us/census/acs/C05003C/C05003C015.json
